codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_tipo,ocorrencia_dia,ocorrencia_horario,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,aeronave_matricula,aeronave_equipamento,aeronave_fabricante,aeronave_modelo,aeronave_tipo_motor,aeronave_quantidade_motores,aeronave_peso_maximo_decolagem,aeronave_quantidade_assentos,aeronave_ano_fabricacao,aeronave_pais_registro,aeronave_categoria_registro,aeronave_segmento_aviacao,aeronave_origem_voo,aeronave_destino_voo,aeronave_fase_voo,aeronave_tipo_operacao,aeronave_nivel_dano,quantidade_fatalidades,quantidade_fatores_contribuintes,dia_extracao,ano,latitude,longitude
201312189586650,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,2013-12-18,20:30:00,PASSO FUNDO,RS,BRASIL,SBPF,PPGNQ,AVIÃO,AERO BOERO,AB-180,PISTÃO,1.0,844,2.0,1993.0,BRASIL,PRI,INSTRUÇÃO,SSAQ,SBPF,CORRIDA APÓS POUSO,VOO DE INSTRUÇÃO,SUBSTANCIAL,,3,2018-05-06,2013,-28.26,-52.4
201802281352345,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,2018-02-28,11:00:00,PASSO FUNDO,RS,BRASIL,SBPF,PPHOG,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-B-1,PISTÃO,1.0,660,2.0,1961.0,BRASIL,PRI,INSTRUÇÃO,SBCH,SBPF,CORRIDA APÓS POUSO,VOO DE INSTRUÇÃO,LEVE,,0,2018-05-06,2018,-28.26,-52.4
201011301219368,ACIDENTE,PERDA DE CONTROLE NO SOLO,2010-11-30,18:20:00,PASSO FUNDO,RS,BRASIL,SBPF,PPGKG,AVIÃO,PIPER AIRCRAFT,PA-18,PISTÃO,1.0,680,2.0,1950.0,BRASIL,PRI,INSTRUÇÃO,****,****,POUSO,VOO DE INSTRUÇÃO,SUBSTANCIAL,,2,2018-05-06,2010,-28.26,-52.4
201302123236431,ACIDENTE,INDETERMINADO,2013-02-12,22:15:00,PASSO FUNDO,RS,BRASIL,SSAQ,PUEAS,ULTRALEVE,AEROALCOOL TECNOLOGIA LTDA,AA-155 QUASAR LITE II,PISTÃO,1.0,500,2.0,2012.0,BRASIL,PET,EXPERIMENTAL,****,****,INDETERMINADA,VOO EXPERIMENTAL,SUBSTANCIAL,1.0,0,2018-05-06,2013,-28.26,-52.4
201501215407559,INCIDENTE GRAVE,COM TREM DE POUSO,2015-01-21,12:00:00,PASSO FUNDO,RS,BRASIL,SBPF,PPOLE,AVIÃO,RAYTHEON AIRCRAFT,58,PISTÃO,2.0,2495,6.0,2006.0,BRASIL,TPP,PARTICULAR,SBPA,SBPF,TÁXI,VOO PRIVADO,SUBSTANCIAL,,0,2018-05-06,2015,-28.26,-52.4
201107229546430,INCIDENTE,OUTROS,2011-07-22,16:29:00,PASSO FUNDO,RS,BRASIL,SBPF,PROAT,AVIÃO,FOKKER,F28MK0100,JATO,2.0,44450,107.0,1992.0,BRASIL,TPR,REGULAR,****,****,TÁXI,VOO REGULAR,NENHUM,,0,2018-05-06,2011,-28.26,-52.4
201312211122378,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,2013-12-21,15:00:00,PASSO FUNDO,RS,BRASIL,SBPF,PRFBU,AVIÃO,EMBRAER,EMB-500,JATO,2.0,4750,8.0,2013.0,BRASIL,TPP,PARTICULAR,****,****,CORRIDA APÓS POUSO,VOO PRIVADO,LEVE,,0,2018-05-06,2013,-28.26,-52.4
201403233281796,ACIDENTE,CORTE INVOLUNTÁRIO DO MOTOR,2014-03-23,17:50:00,PASSO FUNDO,RS,BRASIL,****,PPHJA,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PISTÃO,1.0,587,2.0,1948.0,BRASIL,PRI,INSTRUÇÃO,SSAQ,SSAQ,MANOBRA,VOO DE INSTRUÇÃO,NENHUM,,2,2018-05-06,2014,-28.26,-52.4
201107103293875,ACIDENTE,INDETERMINADO,2011-07-10,16:30:00,PASSOS,MG,BRASIL,****,PTEEC,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,PISTÃO,1.0,1633,6.0,1976.0,BRASIL,TPP,PARTICULAR,****,****,OUTRA FASE,VOO PRIVADO,DESTRUÍDA,,0,2018-05-06,2011,-20.71,-46.61
201612061531054,INCIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,2016-12-04,18:23:00,PATO BRANCO,PR,BRASIL,SSPB,PTJPX,AVIÃO,CESSNA AIRCRAFT,182P,PISTÃO,1.0,1338,4.0,1974.0,BRASIL,ADE,ADMINISTRAÇÃO DIRETA,SSFB,SSPB,TÁXI,OPERAÇÃO POLICIAL,LEVE,,0,2018-05-06,2016,-26.22,-52.67
201404096721424,ACIDENTE,PERDA DE CONTROLE NO SOLO,2014-04-09,10:00:00,PATOS DE MINAS,MG,BRASIL,****,PTVZI,AVIÃO,EMBRAER,EMB-202,PISTÃO,1.0,1800,1.0,2013.0,BRASIL,TPP,PARTICULAR,****,****,DECOLAGEM,OPERAÇÃO AGRÍCOLA,SUBSTANCIAL,,1,2018-05-06,2014,-18.57,-46.51
201109167248998,INCIDENTE,COLISÃO COM AERONAVE NO SOLO,2011-09-16,13:30:00,PATOS DE MINAS,MG,BRASIL,SNPD,PRCVC,AVIÃO,CESSNA AIRCRAFT,525B,JATO,2.0,6291,10.0,2007.0,BRASIL,TPP,PARTICULAR,****,****,TÁXI,VOO PRIVADO,LEVE,,0,2018-05-06,2011,-18.57,-46.51
201101095554278,INCIDENTE,POUSO SEM TREM,2011-01-09,13:30:00,PATOS DE MINAS,MG,BRASIL,****,PTDTM,AVIÃO,PIPER AIRCRAFT,PA-28R-200,PISTÃO,1.0,1179,4.0,1971.0,BRASIL,TPP,PARTICULAR,****,****,CIRCUITO DE TRÁFEGO,VOO PRIVADO,LEVE,,0,2018-05-06,2011,-18.57,-46.51
201109167248998,INCIDENTE,COLISÃO COM AERONAVE NO SOLO,2011-09-16,13:30:00,PATOS DE MINAS,MG,BRASIL,SNPD,PTRHE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711T,PISTÃO,1.0,1247,4.0,1980.0,BRASIL,TPP,PARTICULAR,****,****,TÁXI,VOO PRIVADO,LEVE,,0,2018-05-06,2011,-18.57,-46.51
201709261134335,INCIDENTE,POUSO BRUSCO,2017-09-21,21:20:00,PATOS DE MINAS,MG,BRASIL,SNPD,PRLLE,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155,6.0,2011.0,BRASIL,TPP,PARTICULAR,SNPD,SNPD,POUSO,VOO PRIVADO,LEVE,,0,2018-05-06,2017,-18.57,-46.51
201308228173259,ACIDENTE,FALHA DO MOTOR EM VOO,2013-08-22,14:26:00,PATOS DE MINAS,MG,BRASIL,****,PRPME,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155,6.0,2011.0,BRASIL,TPP,PARTICULAR,SNPJ,****,CRUZEIRO,VOO PRIVADO,LEVE,,1,2018-05-06,2013,-18.57,-46.51
201404171275540,INCIDENTE GRAVE,POUSO SEM TREM,2014-04-17,20:30:00,PATROCINIO,MG,BRASIL,SNPJ,PTJRS,AVIÃO,CESSNA AIRCRAFT,402B,PISTÃO,2.0,2858,7.0,1974.0,BRASIL,TPP,PARTICULAR,SBCA,SNPJ,POUSO,VOO PRIVADO,SUBSTANCIAL,,2,2018-05-06,2014,-18.94,-46.99
201506059322021,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,2015-06-05,15:05:00,PATROCINIO,MG,BRASIL,****,PRACH,AVIÃO,PIPER AIRCRAFT,PA-25-235,PISTÃO,1.0,1315,1.0,1965.0,BRASIL,TPP,PARTICULAR,****,SNAG,NAVEGAÇÃO A BAIXA ALTURA,VOO PRIVADO,SUBSTANCIAL,1.0,0,2018-05-06,2015,-18.94,-46.99
201101277880363,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULOS NO SOLO,2011-01-27,21:30:00,PAUINI,AM,BRASIL,SWUI,PTESV,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,6.0,1978.0,BRASIL,TPP,PARTICULAR,SBRB,SWUI,CORRIDA APÓS POUSO,VOO PRIVADO,LEVE,,3,2018-05-06,2011,-7.71,-66.97
201509305148298,ACIDENTE,FALHA DO MOTOR EM VOO,2015-09-30,14:30:00,PAUINI,AM,BRASIL,****,PTVCA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633,7.0,1986.0,BRASIL,TPX,TÁXI AÉREO,SWNK,SWUI,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,,0,2018-05-06,2015,-7.71,-66.97
201208228891298,ACIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,2012-08-22,18:51:00,PAUINI,AM,BRASIL,SWUI,PTRPU,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633,7.0,1984.0,BRASIL,TPX,TÁXI AÉREO,****,****,POUSO,TÁXI AÉREO,SUBSTANCIAL,1.0,3,2018-05-06,2012,-7.71,-66.97
201307135857231,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,2013-07-13,17:36:00,PAULINIA,SP,BRASIL,****,PUTFL,ULTRALEVE,JOAO LUIZ FAUSTINO,ADVENTURE,PISTÃO,1.0,420,2.0,2011.0,BRASIL,PET,EXPERIMENTAL,****,****,POUSO,VOO PRIVADO,DESTRUÍDA,1.0,0,2018-05-06,2013,-22.76,-47.15
201104236981493,INCIDENTE,PERDA DE COMPONENTE EM VOO,2011-04-23,03:45:00,PAULO AFONSO,BA,BRASIL,SBUF,PTKRO,AVIÃO,BRITTEN-NORMAN,BN-2A-21,PISTÃO,2.0,2994,10.0,1975.0,BRASIL,TPX,TÁXI AÉREO,****,****,DECOLAGEM,TÁXI AÉREO,NENHUM,,0,2018-05-06,2011,-9.4,-38.22
201303139454448,INCIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,2013-03-13,12:00:00,PEDRA PRETA,MT,BRASIL,****,PRNJV,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,1.0,3629,1.0,2010.0,BRASIL,TPP,PARTICULAR,****,****,ESPECIALIZADA,OPERAÇÃO AGRÍCOLA,LEVE,,0,2018-05-06,2013,-16.62,-54.47
201404274903085,ACIDENTE,PERDA DE CONTROLE EM VOO,2014-04-27,20:00:00,PEDRA PRETA,MT,BRASIL,****,PTUNB,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,0.0,BRASIL,TPP,PARTICULAR,****,****,DECOLAGEM,OPERAÇÃO AGRÍCOLA,SUBSTANCIAL,,8,2018-05-06,2014,-16.62,-54.47
201604251353436,ACIDENTE,FALHA DO MOTOR EM VOO,2016-04-13,21:00:00,PEDRA PRETA,MT,BRASIL,****,PTEAE,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,6.0,1975.0,BRASIL,TPP,PARTICULAR,SWLV,SJVO,CRUZEIRO,VOO PRIVADO,SUBSTANCIAL,,0,2018-05-06,2016,-16.62,-54.47
201704171629243,ACIDENTE,FALHA DO MOTOR EM VOO,2017-04-11,10:30:00,PEDRA PRETA,MT,BRASIL,****,PTUJL,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1801,1.0,1995.0,BRASIL,SAE-AG,AGRÍCOLA,####,####,ESPECIALIZADA,OPERAÇÃO AGRÍCOLA,SUBSTANCIAL,,0,2018-05-06,2017,-16.62,-54.47
201709111746124,INCIDENTE GRAVE,COM HÉLICE,2017-09-05,19:00:00,PEDRALVA,MG,BRASIL,****,PTNVH,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,PISTÃO,1.0,1157,4.0,1980.0,BRASIL,PRI,INSTRUÇÃO,SBPR,SDIH,CRUZEIRO,VOO PRIVADO,LEVE,,0,2018-05-06,2017,-22.24,-45.46
201703082059391,ACIDENTE,PERDA DE CONTROLE EM VOO,2017-03-06,15:05:00,PEDRO OSORIO,RS,BRASIL,****,PTUGL,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800,1.0,1991.0,BRASIL,SAE-AG,AGRÍCOLA,****,****,ESPECIALIZADA,OPERAÇÃO AGRÍCOLA,SUBSTANCIAL,,0,2018-05-06,2017,-31.86,-52.82
201703231953006,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,2017-02-22,12:30:00,PEDRO OSORIO,RS,BRASIL,****,PTUUO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,2007.0,BRASIL,SAE-AG,AGRÍCOLA,****,****,ESPECIALIZADA,OPERAÇÃO AGRÍCOLA,SUBSTANCIAL,,2,2018-05-06,2017,-31.86,-52.82
201102156179112,ACIDENTE,OPERAÇÃO A BAIXA ALTITUDE,2011-02-15,13:10:00,PEJUCARA,RS,BRASIL,****,PRAAK,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,1.0,1497,1.0,1977.0,BRASIL,SAE-AG,AGRÍCOLA,****,****,OUTRA FASE,OPERAÇÃO AGRÍCOLA,SUBSTANCIAL,,4,2018-05-06,2011,-28.42,-53.65
201508291041592,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,2015-08-29,17:30:00,PELOTAS,RS,BRASIL,SBPK,PTAPY,AVIÃO,CESSNA AIRCRAFT,170B,PISTÃO,1.0,998,4.0,1956.0,BRASIL,TPP,PARTICULAR,SSCO,SBPK,POUSO,VOO PRIVADO,SUBSTANCIAL,,0,2018-05-06,2015,-31.77,-52.34
201201302493306,INCIDENTE,PERDA DE CONTROLE NO SOLO,2012-01-30,21:30:00,PELOTAS,RS,BRASIL,****,PTJEH,AVIÃO,PIPER AIRCRAFT,PA-31-350,PISTÃO,2.0,3175,8.0,1973.0,BRASIL,TPX,TÁXI AÉREO,****,****,TÁXI,TÁXI AÉREO,NENHUM,,0,2018-05-06,2012,-31.77,-52.34
201211138938221,INCIDENTE,ESTOURO DE PNEU,2012-11-13,12:00:00,PELOTAS,RS,BRASIL,SBPK,PPGCN,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1991.0,BRASIL,PRI,INSTRUÇÃO,****,****,POUSO,VOO DE INSTRUÇÃO,LEVE,,0,2018-05-06,2012,-31.77,-52.34
201001058977233,INCIDENTE,OUTROS,2010-01-05,19:25:00,PELOTAS,RS,BRASIL,SBPK,PPPSB,AVIÃO,EMBRAER,EMB-120ER,TURBOÉLICE,2.0,11990,34.0,1995.0,BRASIL,TPR,REGULAR,****,****,TÁXI,VOO REGULAR,NENHUM,,0,2018-05-06,2010,-31.77,-52.34
201211194619618,INCIDENTE,OUTROS,2012-11-19,11:55:00,PELOTAS,RS,BRASIL,SBPK,PPGCN,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1991.0,BRASIL,PRI,INSTRUÇÃO,****,****,TÁXI,VOO DE INSTRUÇÃO,LEVE,,0,2018-05-06,2012,-31.77,-52.34
200802238277195,ACIDENTE,PERDA DE COMPONENTE NO SOLO,2008-02-23,14:15:00,PELOTAS,RS,BRASIL,SBPK,PPGCN,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1991.0,BRASIL,PRI,INSTRUÇÃO,SBPK,SBPK,CORRIDA APÓS POUSO,VOO DE INSTRUÇÃO,LEVE,,1,2018-05-06,2008,-31.77,-52.34
201003301055955,INCIDENTE,TRÁFEGO AÉREO,2010-03-30,20:45:00,PENAPOLIS,SP,BRASIL,****,PTMFM,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,TURBOÉLICE,2.0,16700,50.0,1994.0,BRASIL,TPR,REGULAR,****,****,SUBIDA,VOO REGULAR,NENHUM,,0,2018-05-06,2010,-21.42,-50.07
201306256747150,INCIDENTE GRAVE,COM TREM DE POUSO,2013-06-25,12:30:00,PENAPOLIS,SP,BRASIL,SDPN,PPJGO,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449,6.0,1981.0,BRASIL,TPP,PARTICULAR,SBAU,****,ARREMETIDA NO SOLO,VOO PRIVADO,SUBSTANCIAL,,1,2018-05-06,2013,-21.42,-50.07
201302161010335,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,2013-02-16,09:20:00,PERDIZES,MG,BRASIL,SIPU,PRPAD,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,1.0,3629,1.0,2012.0,BRASIL,SAE-AG,AGRÍCOLA,SIPU,SIPU,DECOLAGEM,OPERAÇÃO AGRÍCOLA,SUBSTANCIAL,,8,2018-05-06,2013,-19.35,-47.29
201709121152175,ACIDENTE,FALHA DO MOTOR EM VOO,2017-09-06,09:50:00,PERDIZES,MG,BRASIL,****,PRRSP,AVIÃO,THRUSH AIRCRAFT,S2R-H80,TURBOÉLICE,1.0,4763,0.0,2014.0,BRASIL,TPP,PARTICULAR,SSZK,SSZK,ESPECIALIZADA,OPERAÇÃO AGRÍCOLA,SUBSTANCIAL,,0,2018-05-06,2017,-19.35,-47.29
201303316793629,ACIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,2013-03-31,23:43:00,PEREIRA BARRETO,SP,BRASIL,SNXI,PUADB,ULTRALEVE,VECTOR ULTRALIGHT INDUSTRIA E COMERCIO,FOX V5 ADVANCED,PISTÃO,1.0,417,2.0,1996.0,BRASIL,PET,EXPERIMENTAL,****,****,POUSO,VOO EXPERIMENTAL,SUBSTANCIAL,,0,2018-05-06,2013,-20.63,-51.1
201304057925788,ACIDENTE,PERDA DE CONTROLE EM VOO,2013-04-05,11:30:00,PEROLANDIA,GO,BRASIL,****,PUFMC,ULTRALEVE,***,BRAVO 700,PISTÃO,1.0,500,2.0,2004.0,BRASIL,PET,EXPERIMENTAL,****,****,ESPECIALIZADA,VOO EXPERIMENTAL,DESTRUÍDA,1.0,0,2018-05-06,2013,-17.52,-52.06
201202172768830,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,2012-02-17,14:45:00,PERUIBE,SP,BRASIL,****,PTHFS,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1088,4.0,1993.0,BRASIL,TPX,TÁXI AÉREO,****,****,POUSO,TÁXI AÉREO,NENHUM,,0,2018-05-06,2012,-24.32,-46.99
200904145487312,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,2009-04-14,09:40:00,PETROLINA,PE,BRASIL,****,PROAT,AVIÃO,FOKKER,F28MK0100,JATO,2.0,44450,107.0,1992.0,BRASIL,TPR,REGULAR,****,****,SUBIDA,VOO REGULAR,LEVE,,0,2018-05-06,2009,-9.39,-40.5
201709111707002,ACIDENTE,COM TREM DE POUSO,2017-09-09,13:56:00,PETROLINA,PE,BRASIL,SBPL,PPXUV,***,KELLERMAN HERBERTO,VELOCITY 173 RG,***,0.0,1045,4.0,0.0,BRASIL,PET,EXPERIMENTAL,SWUZ,SBPL,CORRIDA APÓS POUSO,VOO EXPERIMENTAL,SUBSTANCIAL,,0,2018-05-06,2017,-9.39,-40.5
201112195792117,INCIDENTE,OUTROS,2011-12-19,20:24:00,PETROLINA,PE,BRASIL,SBPL,PRLLJ,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,1.0,1542,4.0,2008.0,BRASIL,TPP,PARTICULAR,****,****,TÁXI,VOO PRIVADO,NENHUM,,0,2018-05-06,2011,-9.39,-40.5
201102199902192,INCIDENTE,FALHA DO MOTOR EM VOO,2011-02-19,13:30:00,PETROLINA,PE,BRASIL,SBPL,PROAT,AVIÃO,FOKKER,F28MK0100,JATO,2.0,44450,107.0,1992.0,BRASIL,TPR,REGULAR,****,****,APROXIMAÇÃO FINAL,VOO REGULAR,NENHUM,,0,2018-05-06,2011,-9.39,-40.5
201006132115167,INCIDENTE,FALHA DO MOTOR EM VOO,2010-06-13,15:00:00,PETROLINA,PE,BRASIL,SBPL,PTJIB,AVIÃO,CESSNA AIRCRAFT,U206F,PISTÃO,1.0,1633,6.0,1974.0,BRASIL,TPX,TÁXI AÉREO,****,****,CRUZEIRO,TÁXI AÉREO,NENHUM,,0,2018-05-06,2010,-9.39,-40.5
201701041513166,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,2016-12-26,09:15:00,PETROLINA,PE,BRASIL,SBPL,PRONW,AVIÃO,AIRBUS INDUSTRIE,A320-214 ,JATO,2.0,78000,172.0,0.0,BRASIL,TPR,REGULAR,SBPL,SBRF,DECOLAGEM,VOO REGULAR,LEVE,,0,2018-05-06,2016,-9.39,-40.5
201406188039174,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,2014-06-18,19:33:00,PETROLINA,PE,BRASIL,SBPL,PROAM,AVIÃO,FOKKER,F28MK0100,JATO,2.0,44450,107.0,1993.0,BRASIL,TPR,REGULAR,****,****,APROXIMAÇÃO FINAL,VOO REGULAR,LEVE,,0,2018-05-06,2014,-9.39,-40.5
201407051930534,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,2014-07-05,14:40:00,PETROLINA DE GOIAS,GO,BRASIL,****,PTUUU,AVIÃO,CESSNA AIRCRAFT,A150M,PISTÃO,1.0,726,2.0,1976.0,BRASIL,TPP,PARTICULAR,****,****,SUBIDA,VOO PRIVADO,NENHUM,,0,2018-05-06,2014,-16.09,-49.33
201012118380616,ACIDENTE,PERDA DE CONTROLE NO SOLO,2010-12-11,03:00:00,PIACATU,SP,BRASIL,****,PTEBK,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,PISTÃO,1.0,1633,7.0,1976.0,BRASIL,TPP,PARTICULAR,****,****,CORRIDA APÓS POUSO,VOO PRIVADO,SUBSTANCIAL,,0,2018-05-06,2010,-21.59,-50.59
201012134945632,ACIDENTE,COM TREM DE POUSO,2010-12-13,12:30:00,PICOS,PI,BRASIL,SNPC,PTIUQ,AVIÃO,CESSNA AIRCRAFT,402B,PISTÃO,2.0,2858,10.0,1973.0,BRASIL,TPX,TÁXI AÉREO,****,****,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,,4,2018-05-06,2010,-7.07,-41.46
201303118764325,ACIDENTE,FALHA DO MOTOR EM VOO,2013-03-11,22:30:00,PIMENTA BUENO,RO,BRASIL,****,PTTOR,AVIÃO,PIPER AIRCRAFT,PA-46R-350T,PISTÃO,1.0,1969,6.0,2009.0,BRASIL,TPP,PARTICULAR,SBCY,SSKW,DESCIDA,VOO PRIVADO,SUBSTANCIAL,,0,2018-05-06,2013,-11.67,-61.19
201504228349086,ACIDENTE,INDETERMINADO,2015-04-22,12:45:00,PINDORAMA,SP,BRASIL,****,PTUTT,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,PISTÃO,1.0,1800,1.0,2005.0,BRASIL,SAE-AG,AGRÍCOLA,****,****,DECOLAGEM,OPERAÇÃO AGRÍCOLA,SUBSTANCIAL,,2,2018-05-06,2015,-21.18,-48.9
200911228309960,ACIDENTE,PANE SECA,2009-11-22,19:20:00,PINHALZINHO,SP,BRASIL,****,PRKKR,AVIÃO,CESSNA AIRCRAFT,T210R,PISTÃO,1.0,1860,6.0,1985.0,BRASIL,TPP,PARTICULAR,SBBH,SBJD,CRUZEIRO,VOO PRIVADO,SUBSTANCIAL,,2,2018-05-06,2009,-22.77,-46.59
201409218952332,ACIDENTE,PERDA DE COMPONENTE EM VOO,2014-09-21,19:00:00,PINHAO,PR,BRASIL,****,PUWHM,ULTRALEVE,JOSE ANTONIO ZATTAR JR,NYNJA,PISTÃO,1.0,472,2.0,2012.0,BRASIL,PET,EXPERIMENTAL,****,****,CRUZEIRO,VOO EXPERIMENTAL,DESTRUÍDA,,0,2018-05-06,2014,-25.69,-51.66
201211235187145,INCIDENTE,POUSO SEM TREM,2012-11-23,20:55:00,PINHEIRO,MA,BRASIL,SNYE,PTRPG,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,PISTÃO,1.0,1315,4.0,1985.0,BRASIL,TPP,PARTICULAR,****,****,POUSO,VOO PRIVADO,LEVE,,0,2018-05-06,2012,-2.52,-45.08
201110251699772,INCIDENTE GRAVE,PERDA DE COMPONENTE EM VOO,2011-10-25,21:35:00,PIQUETE,SP,BRASIL,****,PTTNF,AVIÃO,EMBRAER,EMB-505,JATO,2.0,8150,0.0,2011.0,BRASIL,TPP,PARTICULAR,****,****,DESCIDA,VOO PRIVADO,LEVE,,0,2018-05-06,2011,-22.61,-45.17
201610100912111,ACIDENTE,INDETERMINADO,2016-10-07,18:00:00,PIRACANJUBA,GO,BRASIL,****,PUBFB,ULTRALEVE,***,ADVENTURE,PISTÃO,1.0,420,2.0,2004.0,BRASIL,PET,EXPERIMENTAL,****,****,MANOBRA,VOO PRIVADO,SUBSTANCIAL,1.0,0,2018-05-06,2016,-17.3,-49.01
201508095666085,ACIDENTE,PERDA DE CONTROLE EM VOO,2015-08-09,12:30:00,PIRACANJUBA,GO,BRASIL,****,PUTDT,ULTRALEVE,TRIKE ICAROS LTDA,ADVENTURE,PISTÃO,1.0,450,1.0,0.0,BRASIL,PET,EXPERIMENTAL,****,****,DECOLAGEM,VOO PRIVADO,SUBSTANCIAL,1.0,0,2018-05-06,2015,-17.3,-49.01
201111266952429,ACIDENTE,PERDA DE CONTROLE NO SOLO,2011-11-26,12:00:00,PIRACICABA,SP,BRASIL,****,PTUOA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,2003.0,BRASIL,SAE-AG,AGRÍCOLA,****,****,DECOLAGEM,OPERAÇÃO AGRÍCOLA,SUBSTANCIAL,,7,2018-05-06,2011,-22.72,-47.64
201106142171203,ACIDENTE,INDETERMINADO,2011-06-14,20:00:00,PIRACICABA,SP,BRASIL,****,PPGXE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PISTÃO,1.0,660,2.0,1962.0,BRASIL,PRI,INSTRUÇÃO,SDPW,SDPW,INDETERMINADA,VOO DE INSTRUÇÃO,SUBSTANCIAL,,0,2018-05-06,2011,-22.72,-47.64
201608011318453,ACIDENTE,POUSO BRUSCO,2016-07-31,15:00:00,PIRACICABA,SP,BRASIL,****,PRMJW,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757,2.0,1977.0,BRASIL,PRI,INSTRUÇÃO,SDET,SDPW,POUSO,VOO DE INSTRUÇÃO,SUBSTANCIAL,,0,2018-05-06,2016,-22.72,-47.64
201712041350463,ACIDENTE,POUSO BRUSCO,2017-12-03,15:00:00,PIRACICABA,SP,BRASIL,SDPW,PTBBN,AVIÃO,CESSNA AIRCRAFT,175,PISTÃO,1.0,1066,4.0,0.0,BRASIL,TPP,PARTICULAR,SDPW,SDPW,POUSO,VOO PRIVADO,SUBSTANCIAL,,0,2018-05-06,2017,-22.72,-47.64
201506178088622,ACIDENTE,PERDA DE CONTROLE NO SOLO,2015-06-17,19:30:00,PIRACICABA,SP,BRASIL,SDPW,PPTZV,AVIÃO,AMERICAN CHAMPION,8KCAB,PISTÃO,1.0,816,2.0,1997.0,BRASIL,PIN,INSTRUÇÃO,SBBU,SDPW,CORRIDA APÓS POUSO,VOO DE INSTRUÇÃO,SUBSTANCIAL,,4,2018-05-06,2015,-22.72,-47.64
